Hugo_Symbol	Entrez_Gene_Id	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01
PRKACA	5566	0.101	0.2465	0.5168	-0.2977	0.6091	-0.1889	0.0133	-0.0883	0.2417	-1.5445
PRKACB	5567	1.0651	-0.2418	-1.6831	-0.8891	0.4469	0.1832	-0.5486	0.3173	-1.211	-2.5641
PRKACG	5568	-2.851	-2.851	-2.851	-2.851	1.9278	-2.851	-2.851	-2.851	-2.851	-2.851
PRKAG1	5571	0.8761	-1.1759	0.0739	0.715	0.5013	-0.3611	0.2903	-0.2666	-0.8139	-1.2795
PRKAG2	51422	0.2796	-0.538	1.2089	-1.2163	-0.2727	0.3236	-1.1702	-0.0212	-0.7252	-0.6939
PRKAG3	53632	-1.4376	-0.4992	-1.4376	-1.4376	-1.4376	-1.4376	-1.4376	-0.6272	0.7951	5.3956
PRKAR1A	5573	-1.3056	-0.9478	0.2088	0.0827	0.1875	-0.0749	-1.2196	-0.2094	-0.382	-0.2932
PRKAR1B	5575	0.3952	0.1238	-0.2299	0.1294	-0.1141	0.0478	-0.7853	-0.1157	-0.4693	1.7994
PRKAR2A	5576	0.1565	-0.0886	0.1367	-0.3808	-0.111	0.4212	-0.1508	0.6311	0.5038	-1.1558
PRKAR2B	5577	-0.5282	0.4441	-0.9407	-0.4038	0.5325	-0.7011	-0.6443	0.2397	-1.151	-1.0204
PRKCA	5578	-0.1097	0.0504	-2.346	-0.2322	-0.191	1.9213	-0.65	0.1648	0.832	-0.1393
PRKCB	5579	0.047	-0.1461	-1.1552	-0.5054	-0.0366	-0.02	-0.2915	0.798	-0.3727	0.2241
PRKCD	5580	2.2803	0.3978	0.4718	-1.1656	-0.3883	0.8624	-0.2514	0.5899	0.5937	-0.3328
PRKCDBP	112464	0.5723	-1.5152	0.9523	0.6881	0.9413	0.103	0.5723	0.0578	-0.0145	0.242
PRKCE	5581	-0.3443	0.8912	-0.4893	-0.3462	-0.4152	-1.024	-0.1748	0.0386	0.2473	-2.2515
PRKCG	5582	-1.7235	0.2546	0.0418	1.8657	0.1595	1.6935	-1.1641	1.7179	-0.8247	-1.4992
PRKCH	5583	-0.0196	-0.044	-1.4346	-0.5489	0.5129	-0.1155	-0.426	-0.0893	0.1908	0.0849
PRKCI	5584	-0.2138	0.2316	0.2763	4.8701	-0.1811	0.9091	-0.1796	0.6406	0.5319	-0.2878
PRKCQ	5588	-0.2014	0.1393	-1.3157	-1.4066	0.3535	0.6167	-1.3518	0.5262	-0.4374	-0.5552
PRKCSH	5589	-0.067	-0.4371	1.2228	-0.2874	0.1975	-0.4583	0.4152	-0.253	-0.2725	0.7342
PRKCZ	5590	1.1177	0.0805	1.9746	-0.5912	-0.4566	-1.4738	0.9112	-0.016	-0.4446	-0.0811
PRKD1	5587	-0.6945	-0.3762	-0.2551	0.5733	0.6514	0.6599	0.3618	-0.2686	-0.2832	-0.941
PRKD2	25865	0.5237	-0.4761	1.6942	0.1009	-0.2622	0.015	0.257	0.7716	1.5995	0.077
PRKD3	23683	0.0373	0.1914	-0.6515	-0.6663	0.0307	0.9881	-0.1856	0.145	-0.0842	-0.4731
PRKDC	5591	-0.89	-0.6369	-0.1363	0.098	-0.1916	-0.1029	-0.4141	0.8216	-0.6784	0.1789
PRKG1	5592	0.3752	-0.0473	-0.1327	0.5941	-0.2344	0.4468	0.3045	0.6703	0.0898	-0.8248
PRKG2	5593	0.9348	0.155	-0.5737	-0.7893	-0.0779	-1.8736	-1.1909	0.1962	0.2111	0.5108
PRKRA	8575	-1.7022	-0.1756	0.6365	1.0862	0.2977	0.3993	0.7342	-0.7458	-0.8389	0.3559
PRKRIP1	79706	-0.052	-0.2949	0.6803	1.3962	-0.106	0.2869	0.0702	0.6679	-0.0175	1.6981
PRKRIR	5612	-1.5169	-0.2401	-0.6076	-0.1757	1.1682	-0.4157	-0.8921	0.2107	0.2537	-0.9031
PRKX	5613	0.4673	-0.076	-1.4628	-1.0255	0.7946	0.2761	0.022	0.3034	0.2154	0.8752
PRKY	5616	0.5531	1.2331	0.1852	0.9812	-1.2857	1.3921	1.2749	1.0001	0.4942	-1.371
PRL	5617	-1.5073	-1.5073	-1.5073	0.4266	0.5867	-0.6183	-1.5073	-0.9527	-0.3619	-1.5073
PRLH	51052	-2.2833	-2.2833	-2.2833	-2.2833	-2.2833	-2.2833	-2.2833	-2.2833	-2.2833	-2.2833
PRLHR	2834	-1.0989	-0.1354	0.3969	-1.5426	0.8478	-0.9995	-1.5426	0.2319	0.0192	-1.5426
PRLR	5618	0.0782	0.2027	-0.3926	1.5123	-0.0209	1.342	0.0974	1.0151	-0.0871	-1.5258
PRM1	5619	-3.5634	-3.5634	-3.5634	-3.5634	-3.5634	-3.5634	-3.5634	-1.4533	-3.5634	-3.5634
PRM2	5620	-16.931	-16.931	-16.931	-16.931	-16.931	-16.931	-16.931	-16.931	-16.931	-16.931
PRM3	58531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRMT10	90826	-0.0794	-0.3088	-0.6017	-0.2775	-0.3619	0.6932	-0.6972	0.0622	0.0089	0.0093
PRMT1	3276	-0.9146	-1.9529	1.4431	-0.6258	0.1976	-0.8409	-0.9884	0.5463	1.0221	1.0971
PRMT2	3275	0.5641	-0.4549	-1.2866	0.3653	0.2481	-0.1172	0.7071	-0.1993	0.9829	1.3387
PRMT3	10196	-1.1686	-0.8634	-0.9424	0.8955	-0.6075	-0.0463	-0.7011	0.2447	0.0151	-0.12
PRMT5	10419	0.1421	-0.5931	2.3122	0.5762	-0.2905	-1.6737	-0.3267	-0.2109	0.8247	-0.1712
PRMT6	55170	-0.3641	-1.1162	-1.1669	-0.6556	-0.2383	0.5566	-1.3402	0.1959	-0.9172	-2.4882
PRMT7	54496	0.3971	-0.7045	-1.7063	0.0427	-0.692	-0.0328	0.7724	0.1769	-0.1375	0.8302
PRMT8	56341	-1.2096	-0.2591	-0.308	0.0218	0.4652	-1.2096	-0.6505	-1.2096	-0.7888	1.7068
PRND	23627	0.0426	1.2376	0.0947	0.3998	0.7498	1.187	0.46	-1.0148	-0.5203	-0.3766
PRNP	5621	-1.5343	-0.3592	1.1581	-0.3565	0.3717	0.6023	-0.876	-0.2162	-1.0507	1.0591
PRNT	149830	-1.6355	-1.6355	-1.6355	-1.6355	-1.6355	-1.6355	-1.6355	-1.6355	-1.6355	-1.6355
PRO0611	28997	-2.207	-1.0321	-2.207	2.2755	-2.207	-2.207	1.2955	0.2152	-2.207	-2.207
PRO0628	29053	-0.095	1.2591	-2.1349	-0.1493	-2.1349	0.298	0.2722	-1.226	0.3691	-0.5001
PRO1768	29018	-2.0312	-2.0312	-2.0312	-2.0312	-2.0312	-2.0312	-2.0312	-0.7778	-2.0312	-2.0312
PROC	5624	0.652	0.1485	-0.8219	-1.1213	0.8457	0.6224	-0.8048	0.4039	-0.7078	-1.8959
PROCA1	147011	0.0583	-0.2903	-1.1117	0.1848	0.794	0.6949	0.4737	0.8895	0.05	1.7214
PROCR	10544	0.7554	0.5359	-0.5402	-0.5203	0.1195	-0.09	-0.6712	0.0366	0.7551	-2.4253
PRODH2	58510	-0.7085	-0.3149	-0.3543	-1.0815	-0.3976	-1.0815	-0.3272	-0.1243	-0.4933	-1.0815
PRODH	5625	-0.2393	-0.9697	-1.4527	1.6896	-0.8827	1.1132	1.4877	-0.0926	-1.6068	1.8401
PROK1	84432	-0.8382	0.0761	-0.191	-0.0088	-0.4002	3.0394	-0.7226	0.2578	-0.0652	-1.4803
PROK2	60675	-1.8108	-0.9306	-1.8108	-0.2863	-0.761	-1.1099	-1.8108	-0.3414	-1.2898	-1.0244
PROKR1	10887	-0.5395	-0.7201	-2.0991	-2.0991	-2.0991	-2.0991	-2.0991	-2.0991	-2.0991	-2.0991
PROKR2	128674	-1.2495	-0.1229	-1.2495	-1.2495	-1.2495	-1.2495	-1.2495	-0.2612	-1.2495	-1.2495
PROL1	58503	-0.8261	-0.8261	-0.8261	-0.8261	-0.8261	-0.8261	-0.8261	-0.8261	-0.8261	-0.8261
PROM1	8842	0.3996	0.6842	-2.2413	-0.2282	0.4358	1.0797	0.8461	0.3016	0.007	-1.9301
PROM2	150696	0.4121	0.8858	0.6056	0.657	-0.1	0.6756	1.1608	0.098	-0.4885	0.5778
PROP1	5626	-0.4349	-1.8686	-1.8686	-1.8686	-1.8686	-1.8686	-1.8686	-0.7739	-1.8686	-1.8686
PROS1	5627	-0.243	1.0385	-1.0232	-0.5133	0.1753	0.0179	-0.1037	-0.3902	0.2786	-2.2955
ProSAPiP1	9762	0.1528	0.5952	-0.9541	0.4444	0.0491	2.9391	1.3977	1.6774	0.375	-0.9064
PROSC	11212	0.6101	-0.6804	1.9562	-0.9866	0.1693	0.0167	-1.8234	0.6673	-0.0643	0.2816
PROX1	5629	-0.2358	1.3818	-1.1113	-0.973	0.5046	-1.7074	0.4959	0.9038	0.6027	-1.1886
PROX2	283571	-2.2278	-1.2639	-0.9644	0.6748	-0.2291	0.0003	-0.0233	-0.7577	-2.2278	-1.3785
PROZ	8858	-0.3169	-0.4395	-0.953	0.8929	-1.617	-0.9157	-0.1068	-0.1467	-0.7135	-0.8302
PRPF18	8559	0.5664	0.1478	-0.274	0.5048	0.4513	-1.3824	-0.2808	-0.9793	0.4128	-1.8372
PRPF19	27339	-0.0582	-0.6324	1.0126	-0.1169	0.925	-0.6391	-0.2141	-0.311	0.1193	1.1485
PRPF31	26121	-0.3139	-0.5152	1.9529	-0.0495	0.0883	-0.3601	-0.1669	0.7337	0.0999	-0.1313
PRPF38A	84950	0.3638	0.3156	0.3389	-0.1841	-0.2891	0.8256	-0.9576	-0.7665	-1.7184	0.0011
PRPF38B	55119	0.7477	0.1241	-0.6725	-0.0508	-0.3825	0.8456	-1.5766	1.0175	-1.0	-1.448
PRPF3	9129	0.0489	0.8489	1.4089	0.5396	-0.2481	1.7116	-0.1909	0.2371	0.8649	3.2842
PRPF39	55015	-1.2509	-0.099	-0.2689	0.0809	-0.7806	-0.3453	0.0709	0.2398	-1.0621	-1.0734
PRPF40A	55660	-0.9887	-0.6944	0.2501	1.4494	-0.039	0.2787	0.1179	0.5604	-0.721	0.359
PRPF40B	25766	-0.0162	0.1037	0.7785	-0.0176	0.3258	-0.0152	1.0117	0.0438	0.058	2.0041
PRPF4	9128	-0.1815	-0.3112	-0.1267	0.2192	0.0814	0.886	-1.2422	-0.4623	-0.1754	1.9198
PRPF4B	8899	-0.9879	-0.8993	-0.9275	0.6616	-0.1754	-0.142	-0.176	1.0429	-1.3764	-1.2908
PRPF6	24148	0.5493	-0.7494	2.005	-1.2634	-0.0369	0.3736	-0.0627	-0.2806	0.7754	1.4593
PRPF8	10594	0.2266	-0.5471	-0.0642	-0.6667	0.0265	0.8608	-0.8368	0.1444	-0.3534	0.6721
PRPH2	5961	-0.1294	-0.6839	0.4262	0.1813	0.4649	0.3423	-0.2373	0.0683	-0.1875	-1.3658
PRPH	5630	-0.2146	0.4294	-0.0164	-1.7192	1.1824	-1.0109	-1.0198	0.0498	0.2906	-2.0539
PRPS1	5631	-1.1508	0.8193	-0.4291	-0.9021	-0.3139	-1.5095	-0.7755	-0.2684	-0.1369	-0.3838
PRPS1L1	221823	-2.4042	-2.4042	-2.4042	-2.4042	-2.4042	-0.2796	-2.4042	-2.4042	-2.4042	-1.0519
PRPS2	5634	-0.0015	-0.0188	-0.9262	0.4354	-0.2531	1.0087	-0.3628	0.2659	0.5682	0.9124
PRPSAP1	5635	0.7035	-0.6978	-1.0212	-0.7154	1.344	0.6403	-1.3028	-0.5237	0.1939	0.7677
PRPSAP2	5636	0.3401	-0.1492	-0.4336	0.6317	-0.4368	-0.2693	0.4342	-0.2488	-0.6124	-1.396
PRR11	55771	-0.0229	-0.2395	0.8059	1.2057	0.5741	-0.3208	-0.5325	0.7283	0.3469	1.296
PRR12	57479	1.2533	-1.2031	1.0715	0.1881	0.1296	0.5153	1.4405	1.4675	1.8583	0.3687
PRR13	54458	0.9152	-0.146	0.1531	0.0443	-0.1224	-0.4886	0.5707	0.5691	-0.8923	-1.9477
PRR14	78994	0.9217	0.2766	0.1616	0.3067	0.4479	0.1039	0.7335	0.6591	0.8278	1.1278
PRR15	222171	1.5993	0.0338	-0.3185	0.7284	0.2257	0.417	0.5331	0.5611	1.0017	-1.3457
PRR15L	79170	1.6245	0.5957	-1.6327	0.2356	-0.0477	0.7178	0.4973	0.2526	0.9758	-1.649
PRR16	51334	0.6319	-0.3997	0.2131	0.591	0.0616	0.4636	0.2109	0.0345	-0.7829	-0.7172
PRR18	285800	-1.2211	0.4519	0.1507	-1.9725	-0.1347	-1.9725	0.1016	0.553	0.318	-1.3704
PRR19	284338	-0.1912	-1.1941	1.3863	-0.7365	-0.3809	0.2036	0.5448	0.4455	0.7866	0.0175
PRR20A	122183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRR20B	729233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRR20C	729240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRR20D	729246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRR21	643905	-5.3199	-5.3199	-5.3199	-5.3199	-5.3199	-5.3199	-5.3199	-5.3199	-5.3199	-5.3199
PRR22	163154	0.0991	0.0577	-0.5366	1.2896	-0.3908	-0.3364	0.3239	0.8283	-0.0897	0.0901
PRR23A	729627	-2.0005	-2.0005	-2.0005	-2.0005	-2.0005	-2.0005	-2.0005	-2.0005	-2.0005	-2.0005
PRR23B	389151	-4.0056	-4.0056	-4.0056	-4.0056	-4.0056	-4.0056	-4.0056	-4.0056	-4.0056	-4.0056
PRR23C	389152	-25.3256	-25.3256	-25.3256	-25.3256	-25.3256	-25.3256	-25.3256	-25.3256	-25.3256	-25.3256
PRR24	255783	0.7896	-0.1086	0.7147	0.9638	0.5427	0.6137	0.362	-0.0113	0.421	0.1579
PRR25	388199	-2.0943	-2.0943	-0.2456	0.5666	-2.0943	-2.0943	-0.1658	-2.0943	1.9559	1.5058
PRR3	80742	-0.2771	-0.7646	-0.5337	-0.2644	-0.224	-0.0487	0.4795	-0.1269	-0.0335	1.1608
PRR4	11272	3.5044	-0.5665	-0.4269	0.9185	0.0671	-0.4149	-0.38	0.7392	-0.2056	1.4192
PRR5	55615	1.076	-0.5768	-0.389	-0.1536	0.1374	0.8589	0.5972	-0.7863	-0.7218	-0.7087
PRR5-ARHGAP8	553158	0.7663	0.4558	-0.4386	1.2297	-0.2434	1.1987	0.7943	0.5847	-0.1602	-0.7196
PRR5L	79899	-1.2323	0.6761	-0.1518	0.7982	0.064	1.1338	0.9956	0.3847	0.8782	-1.1876
PRR7	80758	0.2012	0.3978	0.5565	-0.3446	-0.1161	-0.1737	0.4847	-0.2082	0.1339	0.5469
PRRC1	133619	-0.9864	-0.1932	0.5643	0.6335	-0.3841	0.0151	-0.0317	-0.3379	-0.0453	-1.374
PRRG1	5638	0.1785	0.3211	0.7573	0.0806	-0.3147	0.0732	-0.105	-0.3104	0.8488	-1.2302
PRRG2	5639	0.5543	-0.3219	1.3065	-1.2257	0.0052	0.2626	0.2651	0.658	1.4522	-0.8107
PRRG3	79057	-1.9084	-0.1648	-0.5402	-0.7377	0.1148	0.5974	-0.0585	-0.6291	-0.4321	-1.3616
PRRG4	79056	1.2873	0.3816	-1.7879	-0.4724	0.2641	1.5683	-0.0723	0.2478	0.7571	0.4199
PRRT1	80863	0.2096	-0.4323	-0.2074	-0.0576	-0.047	1.5429	-0.6414	0.0325	-0.3617	-1.7006
PRRT2	112476	-0.909	0.4126	-0.9635	1.3136	-0.4306	0.4152	0.6371	1.0592	-0.4447	1.7566
PRRT3	285368	-0.0893	0.2288	0.2859	-0.5733	-0.1597	-0.6956	-0.2621	0.3279	0.3792	-0.6279
PRRT4	401399	-0.8097	-1.7514	0.4965	-1.0591	-0.555	-0.6469	1.21	-0.3473	-0.0871	-0.5439
PRRX1	5396	-0.3575	-0.5774	0.549	1.328	0.1323	0.4885	0.5633	-0.1803	-0.6294	-0.1634
PRRX2	51450	-0.8994	0.4344	0.0569	0.9249	-0.0889	0.8631	0.9088	-0.9328	-1.165	0.5671
PRSS12	8492	0.8833	0.379	-1.3822	0.1068	-0.7807	0.3529	-0.5936	0.4635	1.29	0.7071
PRSS1	5644	0.1492	0.0635	-0.4568	-0.5808	1.4659	-1.5097	0.1183	0.3831	1.0175	-1.6419
PRSS16	10279	1.0304	0.0499	-0.5149	-0.6009	0.1948	-0.4093	0.8915	0.418	0.5486	0.3651
PRSS21	10942	0.7149	-0.6741	-1.4531	-0.8648	0.4243	0.5429	1.4432	-0.7686	-1.2239	-1.8109
PRSS22	64063	0.2903	1.2881	1.425	0.5328	0.2991	0.0809	1.2355	-0.1665	0.7916	1.2034
PRSS23	11098	0.1583	-0.0008	1.157	1.2309	0.2507	-0.3466	0.8542	-0.956	-0.2304	-0.2592
PRSS27	83886	-0.3764	-0.0029	1.547	-0.0123	0.1574	-0.4098	0.7581	0.5547	0.3019	1.8737
PRSS30P	124221	-0.4935	2.1707	-0.4944	-0.0212	0.4855	-0.6375	-0.2658	0.6731	-0.3253	0.0605
PRSS33	260429	0.3858	1.0738	0.258	0.7779	-1.8819	0.1635	2.5184	0.6381	0.0067	-1.5191
PRSS35	167681	-0.98	-0.1196	0.0446	-0.1277	0.6137	-0.7959	-0.66	0.4042	-0.4837	-1.8072
PRSS3	5646	0.2237	0.0471	-0.4298	-0.5292	1.467	-0.7225	-0.0368	0.075	0.7959	-2.9037
PRSS36	146547	1.3284	0.0384	0.181	0.3668	-0.0661	0.2464	0.9484	0.6489	0.4581	0.4161
PRSS37	136242	-2.0459	-0.8804	-0.5182	-2.0459	-2.0459	-2.0459	2.0785	-0.2683	1.7899	-0.2356
PRSS38	339501	-1.8213	-1.8213	-1.8213	0.2255	-1.8213	-1.8213	-1.8213	-1.8213	-1.8213	-0.8653
PRSS41	360226	-0.7511	-0.5703	-0.6976	-0.1915	-1.0877	-1.0877	0.1043	-0.6338	0.1837	0.8992
PRSS42	339906	-1.7927	-0.4582	-1.7927	-1.7927	4.5335	0.0547	-1.7927	-1.7927	-1.7927	-1.7927
PRSS45	377047	-0.1908	1.6004	-1.1378	-1.7006	1.9125	0.824	2.1745	0.4816	0.4461	-1.3222
PRSS48	345062	-4.8508	-4.8508	-4.8508	-4.8508	-4.8508	0.7331	-4.8508	-4.8508	-0.6998	-4.8508
PRSS50	29122	-1.1158	1.3173	-0.1523	-1.4717	0.7536	0.32	1.8651	0.8634	0.3756	-1.2732
PRSS53	339105	-0.6805	0.2118	0.2776	-0.6442	0.0642	0.4595	0.6819	0.0028	-0.2733	1.4233
PRSS54	221191	-2.6603	-2.6603	-2.6603	-2.6603	-2.6603	-2.6603	-2.6603	-2.6603	-2.6603	-2.6603
PRSS55	203074	-1.3915	0.0194	-1.3915	-0.2463	-1.3915	-0.5512	-1.3915	-0.8673	0.6063	-1.3915
PRSS8	5652	0.5584	0.5325	0.675	0.1676	-0.0549	0.4228	0.405	0.2426	0.5214	0.5363
PRSSL1	400668	0.1635	-0.7211	-0.7211	-0.7211	-0.7211	-0.7211	-0.7211	0.3973	-0.7211	-0.4174
PRTFDC1	56952	0.2503	0.3294	0.2375	-0.3854	0.0196	-0.4984	-0.5057	-0.0908	-1.0319	-0.4825
PRTG	283659	0.8263	-0.1159	-0.6239	1.1807	-0.0584	0.6868	-0.0901	0.2444	0.0165	-0.6985
PRTN3	5657	-0.7274	0.7014	-1.3094	-1.3094	-0.2424	-1.3094	1.2988	-0.865	-0.7799	0.2062
PRUNE2	158471	-0.5591	0.1795	0.335	-0.653	-0.1618	0.1052	-1.003	0.4325	0.1826	-1.8377
PRUNE	58497	-0.2129	-0.3972	-0.6547	0.2519	-1.1349	0.4335	0.1357	0.5756	0.5471	0.8885
PRX	57716	-0.0496	-0.9376	0.1284	-1.3118	0.5582	0.7898	-0.2764	-0.1163	-0.5404	1.0254
PRY2	442862	-2.7828	0.6645	-2.7828	-2.7828	-2.7828	-2.7828	-2.7828	-2.7828	-2.7828	-2.7828
PSAP	5660	-0.2636	0.079	0.0654	-0.5678	0.6983	-1.0855	0.0507	0.8573	0.8557	-0.1206
PSAPL1	768239	0.1994	-0.1113	-1.6922	0.399	-0.119	-1.4965	-1.2564	0.701	-1.9487	0.2049
PSAT1	29968	-0.7548	0.2661	0.9681	-1.5996	0.1028	0.7194	-2.0902	0.2809	-0.0596	-0.0182
PSCA	8000	0.938	-0.5932	0.9159	0.3944	-0.3485	0.7198	0.9459	-0.1775	1.0042	-0.899
PSD2	84249	-1.5855	0.9638	-0.1367	-0.3966	1.3257	-0.0534	-0.4955	0.4781	-0.8814	-1.225
PSD3	23362	0.6191	-0.1305	-0.6549	-0.1097	0.1256	0.9517	-0.1634	0.0744	0.2678	1.6307
PSD4	23550	0.5261	0.4699	-0.6219	0.3167	0.2144	0.4047	1.7411	0.9737	0.6944	-0.3299
PSD	5662	-1.1448	0.064	-0.0804	-0.9408	-0.0611	0.0245	0.0843	0.0403	-0.2602	-0.7068
PSEN1	5663	1.2735	0.1413	-0.1383	-0.0458	-0.0963	-0.5551	-0.42	0.2854	1.3697	-1.2716
PSEN2	5664	-0.7437	0.2881	-0.1463	0.2645	0.8172	-0.8232	0.8336	-0.0495	0.5078	-1.5573
PSENEN	55851	0.1022	0.4102	1.6843	0.1034	-0.6371	-1.0934	-0.1167	0.3044	0.8979	-2.2079
PSG10	653492	-2.2441	-2.2441	-2.2441	-2.2441	-2.2441	-2.2441	-2.2441	-2.2441	-2.2441	-0.5985
PSG11	5680	-1.6474	-1.6474	-0.4173	-1.6474	-1.6474	-1.6474	-1.6474	-1.6474	-1.6474	-1.6474
PSG1	5669	-1.5797	-1.5797	-1.5797	-1.5797	0.2587	-1.5797	-1.5797	-0.4748	0.0015	-1.5797
PSG2	5670	-1.4389	-1.4389	-1.4389	-1.4389	-1.4389	-1.4389	-1.4389	-1.4389	-1.4389	-1.4389
PSG3	5671	-1.6946	-1.6946	-1.6946	-1.6946	-1.6946	-1.6946	-1.6946	-0.5518	-1.6946	-1.6946
PSG4	5672	-1.1732	1.014	0.1924	-1.6141	-1.6141	-0.4408	-1.6141	1.4038	-1.6141	-1.2706
PSG5	5673	-1.5025	1.0554	-1.5025	-1.5025	-1.5025	-1.5025	-1.5025	1.4891	-1.5025	-0.5557
PSG6	5675	-4.1567	-4.1567	-4.1567	-4.1567	-4.1567	-4.1567	-4.1567	-4.1567	-4.1567	-4.1567
PSG7	5676	-6.0828	-6.0828	-6.0828	-6.0828	-6.0828	-6.0828	-6.0828	-1.2072	-6.0828	-6.0828
PSG8	440533	-2.015	-2.015	-2.015	-2.015	0.0797	-2.015	-2.015	-0.4742	-2.015	-2.015
PSG9	5678	-2.0253	0.9246	-0.0083	-0.2995	-0.1285	-2.0253	-2.0253	1.475	-1.0839	-2.0253
MCTS2P	100101490	0.1939	-0.186	0.2224	-2.4309	1.256	0.2724	-2.9406	0.7719	0.5198	-0.2225
PSIP1	11168	-0.386	-0.3364	-0.4629	-0.6559	0.5449	-0.1506	-1.4194	-0.0865	-1.2797	0.2819
psiTPTE22	387590	0.3997	-0.4145	-0.2433	1.1581	-0.0891	-0.0391	0.4692	0.0587	-0.3115	-1.1481
PSKH1	5681	-1.8695	-1.371	-0.9051	-0.605	0.3092	-0.1483	0.4662	0.3463	-1.0506	1.1828
PSKH2	85481	-11.6402	-11.6402	-11.6402	-11.6402	-11.6402	-11.6402	-11.6402	-11.6402	-11.6402	-11.6402
PSMA1	5682	-0.7033	-0.089	0.0083	0.5019	-0.8298	0.2454	-0.8137	-0.0454	-0.9951	1.2721
PSMA2	5683	-0.5849	-0.6555	0.1777	0.6575	-0.1454	-0.7335	-1.9353	-0.3172	-0.3855	0.345
PSMA3	5684	-0.8994	-0.1479	0.9261	-0.2661	-0.4154	-2.2537	-1.1489	0.1699	-0.574	-1.8632
PSMA4	5685	-0.2323	0.3053	-0.5731	0.6524	-0.4159	-0.5514	-1.5482	-0.1685	-2.0352	0.0572
PSMA5	5686	0.5606	0.0804	0.8063	0.5829	-0.7025	-0.5589	-1.63	0.7703	-1.015	-0.81
PSMA6	5687	0.3487	-0.1271	1.2377	-0.5811	-0.4972	-1.6464	-0.9778	-0.499	-0.4057	-0.3005
PSMA7	5688	-0.9023	-0.8221	2.5834	-0.8223	0.1078	-0.5621	-1.0526	-0.0946	1.2263	1.4485
PSMA8	143471	-0.6368	-0.7069	-1.2421	-1.2421	-0.1324	-1.2421	-1.2421	-0.4259	-1.2421	-0.7705
PSMB10	5699	0.7652	0.6981	-1.277	-0.5617	-0.3119	-0.7109	-0.26	0.2997	0.4597	1.235
PSMB11	122706	-0.5444	-1.953	-1.953	-1.953	-1.953	-1.953	-1.953	-0.8775	-1.953	-0.0185
PSMB1	5689	-0.7439	0.1086	-0.0064	-0.132	-0.2993	-0.9673	-1.4816	0.0855	-1.1447	0.4032
PSMB2	5690	-0.4343	-0.064	1.0746	0.0504	-0.5184	-0.1615	-0.3782	0.5413	-1.0314	-0.2005
PSMB3	5691	0.1932	-0.1557	0.0079	0.2205	-0.3504	-0.7233	-0.5154	-0.3691	0.0136	0.3717
PSMB4	5692	-0.6074	-1.0149	1.3034	0.5521	-0.7136	-2.7881	0.287	0.0539	0.6371	1.5325
PSMB5	5693	-0.6739	-0.8248	0.7785	-0.3032	-0.2639	-1.9407	-0.175	-0.7573	-0.0734	-0.667
PSMB6	5694	0.2121	-0.7364	1.5951	-0.25	0.442	-0.2982	-1.0506	-0.1955	-0.5047	-0.0327
PSMB7	5695	0.0867	-0.0727	1.2302	0.464	0.3723	-0.1225	-0.6396	-1.0155	0.1468	1.3859
PSMB8	5696	0.4606	0.1174	-0.3639	0.4736	-0.4378	-0.5741	-0.1935	0.2656	0.278	-0.0008
PSMB9	5698	0.8134	0.7645	-0.5524	0.3308	-0.1672	-0.5428	-0.7877	0.2	-0.0474	0.3285
PSMC1	5700	0.0446	0.1089	1.2381	-0.3141	0.1496	-0.7887	-0.5176	-0.1839	-0.0942	0.0371
PSMC2	5701	-0.0226	-0.7343	1.1169	-0.5009	-0.4581	-0.1502	-0.9058	0.5111	-0.5456	0.0478
PSMC3	5702	0.4105	-0.3617	0.6531	-0.5064	0.0405	-0.5202	-0.6631	-0.5532	-0.3861	1.5027
PSMC3IP	29893	-0.1457	0.4	0.5612	0.0636	-0.3243	-2.0036	-0.7478	0.0898	-0.6165	1.4157
PSMC4	5704	-0.3591	-1.6496	1.4048	0.1577	-0.6436	-0.5075	-0.4545	0.5283	0.2663	-1.6505
PSMC5	5705	0.1051	-0.9013	0.2836	0.9693	0.2474	0.1079	-1.5958	-0.386	0.0374	0.971
PSMC6	5706	-1.1354	-0.165	0.8393	-0.0338	-0.4582	-2.002	-0.7406	-0.509	-0.5905	-2.9673
PSMD10	5716	-1.0203	1.4574	-0.0087	-0.9393	-0.6588	-1.1746	-0.752	-0.1561	-0.7928	0.6096
PSMD11	5717	-0.5695	0.0807	0.0914	0.1935	0.3529	-0.1214	-0.8654	0.0254	-0.225	0.8826
PSMD12	5718	-1.1112	-1.038	0.4135	0.4994	0.7008	0.2947	-2.3388	-0.2667	-0.654	0.7445
PSMD13	5719	-0.0436	-0.4694	0.0859	0.0321	-0.4932	-0.3109	-0.2695	-0.2959	-0.1211	1.2955
PSMD14	10213	-1.1616	-0.4452	1.3102	0.9403	-0.0007	-0.7751	0.164	-0.0488	-0.4586	-0.0253
